task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho020-r1-000,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho020-r1-001,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho020-r1-002,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho020-r1-003,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho020-r1-004,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho020-r1-005,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho020-r1-006,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho020-r1-007,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho020-r1-008,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho020-r1-009,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho020-r1-010,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho020-r1-011,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho020-r1-012,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho020-r1-013,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho020-r1-014,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho020-r1-015,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho020-r1-016,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho020-r1-017,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho020-r1-018,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho020-r1-019,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho020-r1-020,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho020-r1-021,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho020-r1-022,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho020-r1-023,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho020-r1-024,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho020-r1-025,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho020-r1-026,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho020-r1-027,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho020-r1-028,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-conflicts-rho020-r1-029,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-conflicts-rho020-r1-030,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-conflicts-rho020-r1-031,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-conflicts-rho020-r1-032,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,32.0
