task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho020-r4-000,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho020-r4-001,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho020-r4-002,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho020-r4-003,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho020-r4-004,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho020-r4-005,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho020-r4-006,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho020-r4-007,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho020-r4-008,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho020-r4-009,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho020-r4-010,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho020-r4-011,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho020-r4-012,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho020-r4-013,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho020-r4-014,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho020-r4-015,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho020-r4-016,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho020-r4-017,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho020-r4-018,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho020-r4-019,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho020-r4-020,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho020-r4-021,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho020-r4-022,issuer3,x03,1,"[""d03""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho020-r4-023,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho020-r4-024,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,24.0
