task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-sanitize-5-r0-000,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-sanitize-5-r0-001,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-sanitize-5-r0-002,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-sanitize-5-r0-003,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-sanitize-5-r0-004,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-sanitize-5-r0-005,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-sanitize-5-r0-006,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-sanitize-5-r0-007,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-sanitize-5-r0-008,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-sanitize-5-r0-009,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-sanitize-5-r0-010,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-sanitize-5-r0-011,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-sanitize-5-r0-012,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-sanitize-5-r0-013,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-sanitize-5-r0-014,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-sanitize-5-r0-015,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-sanitize-5-r0-016,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-sanitize-5-r0-017,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-sanitize-5-r0-018,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-sanitize-5-r0-019,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-sanitize-5-r0-020,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-sanitize-5-r0-021,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-sanitize-5-r0-022,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-sanitize-5-r0-023,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-sanitize-5-r0-024,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-sanitize-5-r0-025,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-sanitize-5-r0-026,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-sanitize-5-r0-027,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-sanitize-5-r0-028,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-sanitize-5-r0-029,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-sanitize-5-r0-030,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-sanitize-5-r0-031,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-sanitize-5-r0-032,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-sanitize-5-r0-033,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-sanitize-5-r0-034,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-sanitize-5-r0-035,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-sanitize-5-r0-036,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-sanitize-5-r0-037,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-sanitize-5-r0-038,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-sanitize-5-r0-039,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-sanitize-5-r0-040,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-sanitize-5-r0-041,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-sanitize-5-r0-042,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-sanitize-5-r0-043,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-sanitize-5-r0-044,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-sanitize-5-r0-045,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-sanitize-5-r0-046,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-sanitize-5-r0-047,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-sanitize-5-r0-048,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-sanitize-5-r0-049,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-sanitize-5-r0-050,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-sanitize-5-r0-051,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-sanitize-5-r0-052,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-sanitize-5-r0-053,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-sanitize-5-r0-054,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-sanitize-5-r0-055,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-sanitize-5-r0-056,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-sanitize-5-r0-057,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-sanitize-5-r0-058,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-sanitize-5-r0-059,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-sanitize-5-r0-060,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-sanitize-5-r0-061,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-sanitize-5-r0-062,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-sanitize-5-r0-063,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-sanitize-5-r0-064,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-sanitize-5-r0-065,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-sanitize-5-r0-066,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,66.0
67,eval-sanitize-5-r0-067,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,67.0
68,eval-sanitize-5-r0-068,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,68.0
69,eval-sanitize-5-r0-069,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,69.0
70,eval-sanitize-5-r0-070,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,70.0
71,eval-sanitize-5-r0-071,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,71.0
72,eval-sanitize-5-r0-072,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,72.0
73,eval-sanitize-5-r0-073,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,73.0
74,eval-sanitize-5-r0-074,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,74.0
75,eval-sanitize-5-r0-075,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,75.0
76,eval-sanitize-5-r0-076,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,76.0
77,eval-sanitize-5-r0-077,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,77.0
78,eval-sanitize-5-r0-078,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,78.0
79,eval-sanitize-5-r0-079,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,79.0
80,eval-sanitize-5-r0-080,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,80.0
81,eval-sanitize-5-r0-081,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,81.0
82,eval-sanitize-5-r0-082,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,82.0
83,eval-sanitize-5-r0-083,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,83.0
84,eval-sanitize-5-r0-084,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,84.0
85,eval-sanitize-5-r0-085,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,85.0
86,eval-sanitize-5-r0-086,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,86.0
87,eval-sanitize-5-r0-087,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,87.0
88,eval-sanitize-5-r0-088,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,88.0
89,eval-sanitize-5-r0-089,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,89.0
90,eval-sanitize-5-r0-090,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,90.0
91,eval-sanitize-5-r0-091,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,91.0
92,eval-sanitize-5-r0-092,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,92.0
93,eval-sanitize-5-r0-093,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,93.0
94,eval-sanitize-5-r0-094,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,94.0
95,eval-sanitize-5-r0-095,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,95.0
96,eval-sanitize-5-r0-096,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,96.0
97,eval-sanitize-5-r0-097,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,97.0
98,eval-sanitize-5-r0-098,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,98.0
99,eval-sanitize-5-r0-099,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,99.0
100,eval-sanitize-5-r0-100,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,100.0
101,eval-sanitize-5-r0-101,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,101.0
102,eval-sanitize-5-r0-102,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,102.0
103,eval-sanitize-5-r0-103,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,103.0
104,eval-sanitize-5-r0-104,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,104.0
105,eval-sanitize-5-r0-105,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,105.0
106,eval-sanitize-5-r0-106,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,106.0
107,eval-sanitize-5-r0-107,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,107.0
108,eval-sanitize-5-r0-108,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,108.0
109,eval-sanitize-5-r0-109,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,109.0
110,eval-sanitize-5-r0-110,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,110.0
111,eval-sanitize-5-r0-111,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,111.0
112,eval-sanitize-5-r0-112,issuer3,x03,6,"[""d03""]","{""evalprop"": 1}",evalgeo,112.0
113,eval-sanitize-5-r0-113,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,113.0
114,eval-sanitize-5-r0-114,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,114.0
115,eval-sanitize-5-r0-115,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,115.0
116,eval-sanitize-5-r0-116,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,116.0
117,eval-sanitize-5-r0-117,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,117.0
118,eval-sanitize-5-r0-118,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,118.0
119,eval-sanitize-5-r0-119,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,119.0
120,eval-sanitize-5-r0-120,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,120.0
121,eval-sanitize-5-r0-121,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,121.0
122,eval-sanitize-5-r0-122,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,122.0
123,eval-sanitize-5-r0-123,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,123.0
124,eval-sanitize-5-r0-124,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,124.0
125,eval-sanitize-5-r0-125,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,125.0
126,eval-sanitize-5-r0-126,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,126.0
