task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho060-r0-000,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho060-r0-001,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho060-r0-002,issuer2,x02,8,"[""d02""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho060-r0-003,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho060-r0-004,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho060-r0-005,issuer2,x02,8,"[""d02""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho060-r0-006,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho060-r0-007,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho060-r0-008,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho060-r0-009,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho060-r0-010,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho060-r0-011,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho060-r0-012,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho060-r0-013,issuer3,x03,7,"[""d03""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho060-r0-014,issuer3,x03,7,"[""d03""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho060-r0-015,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho060-r0-016,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho060-r0-017,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho060-r0-018,issuer4,x04,3,"[""d04""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho060-r0-019,issuer3,x03,7,"[""d03""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho060-r0-020,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho060-r0-021,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho060-r0-022,issuer2,x02,8,"[""d02""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho060-r0-023,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho060-r0-024,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho060-r0-025,issuer2,x02,8,"[""d02""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho060-r0-026,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho060-r0-027,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho060-r0-028,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-conflicts-rho060-r0-029,issuer2,x02,8,"[""d02""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-conflicts-rho060-r0-030,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-conflicts-rho060-r0-031,issuer2,x02,8,"[""d02""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-conflicts-rho060-r0-032,issuer3,x03,7,"[""d03""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-conflicts-rho060-r0-033,issuer3,x03,7,"[""d03""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-conflicts-rho060-r0-034,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-conflicts-rho060-r0-035,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-conflicts-rho060-r0-036,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-conflicts-rho060-r0-037,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-conflicts-rho060-r0-038,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-conflicts-rho060-r0-039,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-conflicts-rho060-r0-040,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-conflicts-rho060-r0-041,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-conflicts-rho060-r0-042,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-conflicts-rho060-r0-043,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-conflicts-rho060-r0-044,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-conflicts-rho060-r0-045,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-conflicts-rho060-r0-046,issuer4,x04,3,"[""d04""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-conflicts-rho060-r0-047,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-conflicts-rho060-r0-048,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-conflicts-rho060-r0-049,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-conflicts-rho060-r0-050,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-conflicts-rho060-r0-051,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-conflicts-rho060-r0-052,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-conflicts-rho060-r0-053,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-conflicts-rho060-r0-054,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-conflicts-rho060-r0-055,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,55.0
