task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-sanitize-3-r3-000,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-sanitize-3-r3-001,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-sanitize-3-r3-002,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-sanitize-3-r3-003,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-sanitize-3-r3-004,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-sanitize-3-r3-005,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-sanitize-3-r3-006,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-sanitize-3-r3-007,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-sanitize-3-r3-008,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-sanitize-3-r3-009,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-sanitize-3-r3-010,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-sanitize-3-r3-011,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-sanitize-3-r3-012,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-sanitize-3-r3-013,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-sanitize-3-r3-014,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-sanitize-3-r3-015,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-sanitize-3-r3-016,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-sanitize-3-r3-017,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-sanitize-3-r3-018,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-sanitize-3-r3-019,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-sanitize-3-r3-020,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-sanitize-3-r3-021,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-sanitize-3-r3-022,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-sanitize-3-r3-023,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-sanitize-3-r3-024,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-sanitize-3-r3-025,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-sanitize-3-r3-026,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-sanitize-3-r3-027,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-sanitize-3-r3-028,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-sanitize-3-r3-029,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-sanitize-3-r3-030,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-sanitize-3-r3-031,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-sanitize-3-r3-032,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-sanitize-3-r3-033,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-sanitize-3-r3-034,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-sanitize-3-r3-035,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-sanitize-3-r3-036,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-sanitize-3-r3-037,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-sanitize-3-r3-038,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-sanitize-3-r3-039,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-sanitize-3-r3-040,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-sanitize-3-r3-041,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-sanitize-3-r3-042,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-sanitize-3-r3-043,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-sanitize-3-r3-044,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-sanitize-3-r3-045,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-sanitize-3-r3-046,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-sanitize-3-r3-047,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-sanitize-3-r3-048,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-sanitize-3-r3-049,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-sanitize-3-r3-050,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-sanitize-3-r3-051,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-sanitize-3-r3-052,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-sanitize-3-r3-053,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-sanitize-3-r3-054,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-sanitize-3-r3-055,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-sanitize-3-r3-056,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-sanitize-3-r3-057,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-sanitize-3-r3-058,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-sanitize-3-r3-059,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-sanitize-3-r3-060,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-sanitize-3-r3-061,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-sanitize-3-r3-062,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-sanitize-3-r3-063,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-sanitize-3-r3-064,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-sanitize-3-r3-065,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-sanitize-3-r3-066,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,66.0
67,eval-sanitize-3-r3-067,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,67.0
68,eval-sanitize-3-r3-068,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,68.0
69,eval-sanitize-3-r3-069,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,69.0
70,eval-sanitize-3-r3-070,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,70.0
71,eval-sanitize-3-r3-071,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,71.0
72,eval-sanitize-3-r3-072,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,72.0
73,eval-sanitize-3-r3-073,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,73.0
74,eval-sanitize-3-r3-074,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,74.0
75,eval-sanitize-3-r3-075,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,75.0
76,eval-sanitize-3-r3-076,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,76.0
77,eval-sanitize-3-r3-077,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,77.0
78,eval-sanitize-3-r3-078,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,78.0
79,eval-sanitize-3-r3-079,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,79.0
80,eval-sanitize-3-r3-080,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,80.0
81,eval-sanitize-3-r3-081,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,81.0
82,eval-sanitize-3-r3-082,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,82.0
83,eval-sanitize-3-r3-083,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,83.0
84,eval-sanitize-3-r3-084,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,84.0
85,eval-sanitize-3-r3-085,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,85.0
86,eval-sanitize-3-r3-086,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,86.0
87,eval-sanitize-3-r3-087,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,87.0
88,eval-sanitize-3-r3-088,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,88.0
89,eval-sanitize-3-r3-089,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,89.0
90,eval-sanitize-3-r3-090,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,90.0
91,eval-sanitize-3-r3-091,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,91.0
92,eval-sanitize-3-r3-092,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,92.0
93,eval-sanitize-3-r3-093,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,93.0
94,eval-sanitize-3-r3-094,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,94.0
95,eval-sanitize-3-r3-095,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,95.0
96,eval-sanitize-3-r3-096,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,96.0
97,eval-sanitize-3-r3-097,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,97.0
98,eval-sanitize-3-r3-098,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,98.0
99,eval-sanitize-3-r3-099,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,99.0
100,eval-sanitize-3-r3-100,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,100.0
101,eval-sanitize-3-r3-101,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,101.0
102,eval-sanitize-3-r3-102,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,102.0
103,eval-sanitize-3-r3-103,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,103.0
104,eval-sanitize-3-r3-104,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,104.0
105,eval-sanitize-3-r3-105,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,105.0
106,eval-sanitize-3-r3-106,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,106.0
107,eval-sanitize-3-r3-107,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,107.0
108,eval-sanitize-3-r3-108,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,108.0
109,eval-sanitize-3-r3-109,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,109.0
110,eval-sanitize-3-r3-110,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,110.0
111,eval-sanitize-3-r3-111,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,111.0
112,eval-sanitize-3-r3-112,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,112.0
113,eval-sanitize-3-r3-113,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,113.0
114,eval-sanitize-3-r3-114,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,114.0
