task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-sanitize-1-r2-000,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-sanitize-1-r2-001,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-sanitize-1-r2-002,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-sanitize-1-r2-003,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-sanitize-1-r2-004,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-sanitize-1-r2-005,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-sanitize-1-r2-006,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-sanitize-1-r2-007,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-sanitize-1-r2-008,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-sanitize-1-r2-009,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-sanitize-1-r2-010,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-sanitize-1-r2-011,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-sanitize-1-r2-012,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-sanitize-1-r2-013,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-sanitize-1-r2-014,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-sanitize-1-r2-015,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-sanitize-1-r2-016,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-sanitize-1-r2-017,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-sanitize-1-r2-018,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-sanitize-1-r2-019,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-sanitize-1-r2-020,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-sanitize-1-r2-021,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-sanitize-1-r2-022,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-sanitize-1-r2-023,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-sanitize-1-r2-024,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-sanitize-1-r2-025,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,25.0
