task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-sanitize-1-r6-000,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-sanitize-1-r6-001,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-sanitize-1-r6-002,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-sanitize-1-r6-003,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-sanitize-1-r6-004,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-sanitize-1-r6-005,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-sanitize-1-r6-006,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-sanitize-1-r6-007,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-sanitize-1-r6-008,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-sanitize-1-r6-009,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-sanitize-1-r6-010,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-sanitize-1-r6-011,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-sanitize-1-r6-012,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-sanitize-1-r6-013,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-sanitize-1-r6-014,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-sanitize-1-r6-015,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-sanitize-1-r6-016,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-sanitize-1-r6-017,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-sanitize-1-r6-018,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-sanitize-1-r6-019,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-sanitize-1-r6-020,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-sanitize-1-r6-021,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-sanitize-1-r6-022,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-sanitize-1-r6-023,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-sanitize-1-r6-024,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-sanitize-1-r6-025,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-sanitize-1-r6-026,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-sanitize-1-r6-027,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-sanitize-1-r6-028,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-sanitize-1-r6-029,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-sanitize-1-r6-030,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-sanitize-1-r6-031,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-sanitize-1-r6-032,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-sanitize-1-r6-033,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-sanitize-1-r6-034,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-sanitize-1-r6-035,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-sanitize-1-r6-036,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-sanitize-1-r6-037,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-sanitize-1-r6-038,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-sanitize-1-r6-039,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-sanitize-1-r6-040,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-sanitize-1-r6-041,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-sanitize-1-r6-042,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-sanitize-1-r6-043,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-sanitize-1-r6-044,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-sanitize-1-r6-045,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-sanitize-1-r6-046,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-sanitize-1-r6-047,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-sanitize-1-r6-048,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-sanitize-1-r6-049,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-sanitize-1-r6-050,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-sanitize-1-r6-051,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-sanitize-1-r6-052,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-sanitize-1-r6-053,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-sanitize-1-r6-054,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-sanitize-1-r6-055,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-sanitize-1-r6-056,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-sanitize-1-r6-057,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-sanitize-1-r6-058,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-sanitize-1-r6-059,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-sanitize-1-r6-060,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-sanitize-1-r6-061,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-sanitize-1-r6-062,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-sanitize-1-r6-063,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-sanitize-1-r6-064,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-sanitize-1-r6-065,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-sanitize-1-r6-066,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,66.0
