task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho070-r4-000,issuer10,x10,7,"[""d10""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho070-r4-001,issuer5,x05,6,"[""d05""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho070-r4-002,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho070-r4-003,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho070-r4-004,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho070-r4-005,issuer8,x08,6,"[""d08""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho070-r4-006,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho070-r4-007,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho070-r4-008,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho070-r4-009,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho070-r4-010,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho070-r4-011,issuer8,x08,6,"[""d08""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho070-r4-012,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho070-r4-013,issuer7,x07,6,"[""d07""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho070-r4-014,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho070-r4-015,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho070-r4-016,issuer10,x10,7,"[""d10""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho070-r4-017,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho070-r4-018,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho070-r4-019,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho070-r4-020,issuer7,x07,6,"[""d07""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho070-r4-021,issuer5,x05,6,"[""d05""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho070-r4-022,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho070-r4-023,issuer7,x07,6,"[""d07""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho070-r4-024,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho070-r4-025,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho070-r4-026,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho070-r4-027,issuer10,x10,7,"[""d10""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho070-r4-028,issuer10,x10,7,"[""d10""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-conflicts-rho070-r4-029,issuer8,x08,6,"[""d08""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-conflicts-rho070-r4-030,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-conflicts-rho070-r4-031,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-conflicts-rho070-r4-032,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-conflicts-rho070-r4-033,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-conflicts-rho070-r4-034,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-conflicts-rho070-r4-035,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-conflicts-rho070-r4-036,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-conflicts-rho070-r4-037,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-conflicts-rho070-r4-038,issuer5,x05,6,"[""d05""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-conflicts-rho070-r4-039,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-conflicts-rho070-r4-040,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-conflicts-rho070-r4-041,issuer9,x09,7,"[""d09""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-conflicts-rho070-r4-042,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-conflicts-rho070-r4-043,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-conflicts-rho070-r4-044,issuer4,x04,7,"[""d04""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-conflicts-rho070-r4-045,issuer7,x07,6,"[""d07""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-conflicts-rho070-r4-046,issuer5,x05,6,"[""d05""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-conflicts-rho070-r4-047,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-conflicts-rho070-r4-048,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-conflicts-rho070-r4-049,issuer7,x07,6,"[""d07""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-conflicts-rho070-r4-050,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-conflicts-rho070-r4-051,issuer3,x03,8,"[""d03""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-conflicts-rho070-r4-052,issuer5,x05,6,"[""d05""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-conflicts-rho070-r4-053,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-conflicts-rho070-r4-054,issuer6,x06,6,"[""d06""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-conflicts-rho070-r4-055,issuer5,x05,6,"[""d05""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-conflicts-rho070-r4-056,issuer10,x10,7,"[""d10""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-conflicts-rho070-r4-057,issuer10,x10,7,"[""d10""]","{""evalprop"": 1}",evalgeo,57.0
