task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho040-r3-000,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho040-r3-001,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho040-r3-002,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho040-r3-003,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho040-r3-004,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho040-r3-005,issuer4,x04,3,"[""d04""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho040-r3-006,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho040-r3-007,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho040-r3-008,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho040-r3-009,issuer4,x04,3,"[""d04""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho040-r3-010,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho040-r3-011,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho040-r3-012,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho040-r3-013,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho040-r3-014,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho040-r3-015,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho040-r3-016,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho040-r3-017,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho040-r3-018,issuer4,x04,3,"[""d04""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho040-r3-019,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho040-r3-020,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho040-r3-021,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho040-r3-022,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho040-r3-023,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho040-r3-024,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho040-r3-025,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho040-r3-026,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,26.0
