task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho050-r3-000,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho050-r3-001,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho050-r3-002,issuer3,x03,4,"[""d03""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho050-r3-003,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho050-r3-004,issuer3,x03,4,"[""d03""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho050-r3-005,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho050-r3-006,issuer3,x03,4,"[""d03""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho050-r3-007,issuer3,x03,4,"[""d03""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho050-r3-008,issuer2,x02,5,"[""d02""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho050-r3-009,issuer9,x09,5,"[""d09""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho050-r3-010,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho050-r3-011,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho050-r3-012,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho050-r3-013,issuer7,x07,5,"[""d07""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho050-r3-014,issuer3,x03,4,"[""d03""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho050-r3-015,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho050-r3-016,issuer1,x01,4,"[""d01""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho050-r3-017,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho050-r3-018,issuer3,x03,4,"[""d03""]","{""evalprop"": 1}",evalgeo,18.0
