task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-sanitize-32-r0-000,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-sanitize-32-r0-001,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-sanitize-32-r0-002,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-sanitize-32-r0-003,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-sanitize-32-r0-004,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-sanitize-32-r0-005,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-sanitize-32-r0-006,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-sanitize-32-r0-007,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-sanitize-32-r0-008,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-sanitize-32-r0-009,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-sanitize-32-r0-010,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-sanitize-32-r0-011,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-sanitize-32-r0-012,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-sanitize-32-r0-013,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-sanitize-32-r0-014,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-sanitize-32-r0-015,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-sanitize-32-r0-016,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-sanitize-32-r0-017,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-sanitize-32-r0-018,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-sanitize-32-r0-019,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-sanitize-32-r0-020,issuer3,x03,5,"[""d03""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-sanitize-32-r0-021,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-sanitize-32-r0-022,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-sanitize-32-r0-023,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-sanitize-32-r0-024,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-sanitize-32-r0-025,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-sanitize-32-r0-026,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-sanitize-32-r0-027,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,27.0
