task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-sanitize-32-r4-000,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-sanitize-32-r4-001,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-sanitize-32-r4-002,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-sanitize-32-r4-003,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-sanitize-32-r4-004,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-sanitize-32-r4-005,issuer2,x02,6,"[""d02""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-sanitize-32-r4-006,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-sanitize-32-r4-007,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-sanitize-32-r4-008,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-sanitize-32-r4-009,issuer10,x10,5,"[""d10""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-sanitize-32-r4-010,issuer5,x05,7,"[""d05""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-sanitize-32-r4-011,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-sanitize-32-r4-012,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-sanitize-32-r4-013,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-sanitize-32-r4-014,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-sanitize-32-r4-015,issuer4,x04,6,"[""d04""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-sanitize-32-r4-016,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-sanitize-32-r4-017,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-sanitize-32-r4-018,issuer8,x08,5,"[""d08""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-sanitize-32-r4-019,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,19.0
