task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho010-r6-000,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho010-r6-001,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho010-r6-002,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho010-r6-003,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho010-r6-004,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho010-r6-005,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho010-r6-006,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho010-r6-007,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho010-r6-008,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho010-r6-009,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho010-r6-010,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho010-r6-011,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho010-r6-012,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho010-r6-013,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho010-r6-014,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho010-r6-015,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho010-r6-016,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho010-r6-017,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho010-r6-018,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho010-r6-019,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho010-r6-020,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho010-r6-021,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho010-r6-022,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho010-r6-023,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho010-r6-024,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho010-r6-025,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho010-r6-026,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho010-r6-027,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho010-r6-028,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-conflicts-rho010-r6-029,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-conflicts-rho010-r6-030,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-conflicts-rho010-r6-031,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-conflicts-rho010-r6-032,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-conflicts-rho010-r6-033,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-conflicts-rho010-r6-034,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-conflicts-rho010-r6-035,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-conflicts-rho010-r6-036,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-conflicts-rho010-r6-037,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-conflicts-rho010-r6-038,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-conflicts-rho010-r6-039,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-conflicts-rho010-r6-040,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-conflicts-rho010-r6-041,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-conflicts-rho010-r6-042,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-conflicts-rho010-r6-043,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-conflicts-rho010-r6-044,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-conflicts-rho010-r6-045,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-conflicts-rho010-r6-046,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-conflicts-rho010-r6-047,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-conflicts-rho010-r6-048,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-conflicts-rho010-r6-049,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-conflicts-rho010-r6-050,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-conflicts-rho010-r6-051,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-conflicts-rho010-r6-052,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-conflicts-rho010-r6-053,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-conflicts-rho010-r6-054,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-conflicts-rho010-r6-055,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-conflicts-rho010-r6-056,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-conflicts-rho010-r6-057,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-conflicts-rho010-r6-058,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-conflicts-rho010-r6-059,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-conflicts-rho010-r6-060,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-conflicts-rho010-r6-061,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-conflicts-rho010-r6-062,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-conflicts-rho010-r6-063,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-conflicts-rho010-r6-064,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-conflicts-rho010-r6-065,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-conflicts-rho010-r6-066,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,66.0
67,eval-conflicts-rho010-r6-067,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,67.0
68,eval-conflicts-rho010-r6-068,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,68.0
69,eval-conflicts-rho010-r6-069,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,69.0
70,eval-conflicts-rho010-r6-070,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,70.0
71,eval-conflicts-rho010-r6-071,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,71.0
72,eval-conflicts-rho010-r6-072,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,72.0
73,eval-conflicts-rho010-r6-073,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,73.0
74,eval-conflicts-rho010-r6-074,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,74.0
75,eval-conflicts-rho010-r6-075,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,75.0
76,eval-conflicts-rho010-r6-076,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,76.0
77,eval-conflicts-rho010-r6-077,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,77.0
78,eval-conflicts-rho010-r6-078,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,78.0
79,eval-conflicts-rho010-r6-079,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,79.0
80,eval-conflicts-rho010-r6-080,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,80.0
81,eval-conflicts-rho010-r6-081,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,81.0
82,eval-conflicts-rho010-r6-082,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,82.0
83,eval-conflicts-rho010-r6-083,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,83.0
84,eval-conflicts-rho010-r6-084,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,84.0
85,eval-conflicts-rho010-r6-085,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,85.0
86,eval-conflicts-rho010-r6-086,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,86.0
87,eval-conflicts-rho010-r6-087,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,87.0
88,eval-conflicts-rho010-r6-088,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,88.0
89,eval-conflicts-rho010-r6-089,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,89.0
90,eval-conflicts-rho010-r6-090,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,90.0
91,eval-conflicts-rho010-r6-091,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,91.0
92,eval-conflicts-rho010-r6-092,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,92.0
93,eval-conflicts-rho010-r6-093,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,93.0
94,eval-conflicts-rho010-r6-094,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,94.0
95,eval-conflicts-rho010-r6-095,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,95.0
96,eval-conflicts-rho010-r6-096,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,96.0
97,eval-conflicts-rho010-r6-097,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,97.0
98,eval-conflicts-rho010-r6-098,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,98.0
99,eval-conflicts-rho010-r6-099,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,99.0
