task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho030-r8-000,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho030-r8-001,issuer2,x02,2,"[""d02""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho030-r8-002,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho030-r8-003,issuer6,x06,2,"[""d06""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho030-r8-004,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho030-r8-005,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho030-r8-006,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho030-r8-007,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho030-r8-008,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho030-r8-009,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho030-r8-010,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho030-r8-011,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho030-r8-012,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho030-r8-013,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho030-r8-014,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho030-r8-015,issuer2,x02,2,"[""d02""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho030-r8-016,issuer6,x06,2,"[""d06""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho030-r8-017,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho030-r8-018,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho030-r8-019,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho030-r8-020,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho030-r8-021,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho030-r8-022,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho030-r8-023,issuer6,x06,2,"[""d06""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho030-r8-024,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho030-r8-025,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho030-r8-026,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho030-r8-027,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho030-r8-028,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-conflicts-rho030-r8-029,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-conflicts-rho030-r8-030,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-conflicts-rho030-r8-031,issuer1,x01,2,"[""d01""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-conflicts-rho030-r8-032,issuer6,x06,2,"[""d06""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-conflicts-rho030-r8-033,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-conflicts-rho030-r8-034,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-conflicts-rho030-r8-035,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-conflicts-rho030-r8-036,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-conflicts-rho030-r8-037,issuer6,x06,2,"[""d06""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-conflicts-rho030-r8-038,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-conflicts-rho030-r8-039,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-conflicts-rho030-r8-040,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-conflicts-rho030-r8-041,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-conflicts-rho030-r8-042,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-conflicts-rho030-r8-043,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-conflicts-rho030-r8-044,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-conflicts-rho030-r8-045,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-conflicts-rho030-r8-046,issuer2,x02,2,"[""d02""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-conflicts-rho030-r8-047,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-conflicts-rho030-r8-048,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-conflicts-rho030-r8-049,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-conflicts-rho030-r8-050,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-conflicts-rho030-r8-051,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-conflicts-rho030-r8-052,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-conflicts-rho030-r8-053,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-conflicts-rho030-r8-054,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-conflicts-rho030-r8-055,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-conflicts-rho030-r8-056,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-conflicts-rho030-r8-057,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-conflicts-rho030-r8-058,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-conflicts-rho030-r8-059,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-conflicts-rho030-r8-060,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-conflicts-rho030-r8-061,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-conflicts-rho030-r8-062,issuer2,x02,2,"[""d02""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-conflicts-rho030-r8-063,issuer4,x04,2,"[""d04""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-conflicts-rho030-r8-064,issuer10,x10,2,"[""d10""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-conflicts-rho030-r8-065,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-conflicts-rho030-r8-066,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,66.0
67,eval-conflicts-rho030-r8-067,issuer6,x06,2,"[""d06""]","{""evalprop"": 1}",evalgeo,67.0
68,eval-conflicts-rho030-r8-068,issuer9,x09,3,"[""d09""]","{""evalprop"": 1}",evalgeo,68.0
69,eval-conflicts-rho030-r8-069,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,69.0
70,eval-conflicts-rho030-r8-070,issuer2,x02,2,"[""d02""]","{""evalprop"": 1}",evalgeo,70.0
71,eval-conflicts-rho030-r8-071,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,71.0
72,eval-conflicts-rho030-r8-072,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,72.0
73,eval-conflicts-rho030-r8-073,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,73.0
74,eval-conflicts-rho030-r8-074,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,74.0
75,eval-conflicts-rho030-r8-075,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,75.0
