task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho030-r0-000,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho030-r0-001,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho030-r0-002,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho030-r0-003,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho030-r0-004,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho030-r0-005,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho030-r0-006,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho030-r0-007,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho030-r0-008,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho030-r0-009,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho030-r0-010,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho030-r0-011,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho030-r0-012,issuer1,x01,5,"[""d01""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho030-r0-013,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho030-r0-014,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho030-r0-015,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho030-r0-016,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho030-r0-017,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho030-r0-018,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho030-r0-019,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho030-r0-020,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho030-r0-021,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho030-r0-022,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho030-r0-023,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho030-r0-024,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho030-r0-025,issuer1,x01,5,"[""d01""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho030-r0-026,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho030-r0-027,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho030-r0-028,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-conflicts-rho030-r0-029,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-conflicts-rho030-r0-030,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-conflicts-rho030-r0-031,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-conflicts-rho030-r0-032,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-conflicts-rho030-r0-033,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-conflicts-rho030-r0-034,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-conflicts-rho030-r0-035,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-conflicts-rho030-r0-036,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-conflicts-rho030-r0-037,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-conflicts-rho030-r0-038,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-conflicts-rho030-r0-039,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-conflicts-rho030-r0-040,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-conflicts-rho030-r0-041,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-conflicts-rho030-r0-042,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-conflicts-rho030-r0-043,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-conflicts-rho030-r0-044,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-conflicts-rho030-r0-045,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-conflicts-rho030-r0-046,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-conflicts-rho030-r0-047,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-conflicts-rho030-r0-048,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-conflicts-rho030-r0-049,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-conflicts-rho030-r0-050,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-conflicts-rho030-r0-051,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-conflicts-rho030-r0-052,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-conflicts-rho030-r0-053,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-conflicts-rho030-r0-054,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-conflicts-rho030-r0-055,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-conflicts-rho030-r0-056,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-conflicts-rho030-r0-057,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-conflicts-rho030-r0-058,issuer1,x01,5,"[""d01""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-conflicts-rho030-r0-059,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-conflicts-rho030-r0-060,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-conflicts-rho030-r0-061,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-conflicts-rho030-r0-062,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-conflicts-rho030-r0-063,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-conflicts-rho030-r0-064,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-conflicts-rho030-r0-065,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-conflicts-rho030-r0-066,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,66.0
67,eval-conflicts-rho030-r0-067,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,67.0
68,eval-conflicts-rho030-r0-068,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,68.0
69,eval-conflicts-rho030-r0-069,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,69.0
70,eval-conflicts-rho030-r0-070,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,70.0
71,eval-conflicts-rho030-r0-071,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,71.0
72,eval-conflicts-rho030-r0-072,issuer6,x06,3,"[""d06""]","{""evalprop"": 1}",evalgeo,72.0
73,eval-conflicts-rho030-r0-073,issuer9,x09,2,"[""d09""]","{""evalprop"": 1}",evalgeo,73.0
74,eval-conflicts-rho030-r0-074,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,74.0
75,eval-conflicts-rho030-r0-075,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,75.0
76,eval-conflicts-rho030-r0-076,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,76.0
77,eval-conflicts-rho030-r0-077,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,77.0
78,eval-conflicts-rho030-r0-078,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,78.0
79,eval-conflicts-rho030-r0-079,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,79.0
80,eval-conflicts-rho030-r0-080,issuer1,x01,5,"[""d01""]","{""evalprop"": 1}",evalgeo,80.0
81,eval-conflicts-rho030-r0-081,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,81.0
82,eval-conflicts-rho030-r0-082,issuer1,x01,5,"[""d01""]","{""evalprop"": 1}",evalgeo,82.0
83,eval-conflicts-rho030-r0-083,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,83.0
84,eval-conflicts-rho030-r0-084,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,84.0
85,eval-conflicts-rho030-r0-085,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,85.0
86,eval-conflicts-rho030-r0-086,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,86.0
87,eval-conflicts-rho030-r0-087,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,87.0
88,eval-conflicts-rho030-r0-088,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,88.0
89,eval-conflicts-rho030-r0-089,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,89.0
90,eval-conflicts-rho030-r0-090,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,90.0
91,eval-conflicts-rho030-r0-091,issuer7,x07,3,"[""d07""]","{""evalprop"": 1}",evalgeo,91.0
92,eval-conflicts-rho030-r0-092,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,92.0
93,eval-conflicts-rho030-r0-093,issuer1,x01,5,"[""d01""]","{""evalprop"": 1}",evalgeo,93.0
94,eval-conflicts-rho030-r0-094,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,94.0
95,eval-conflicts-rho030-r0-095,issuer2,x02,1,"[""d02""]","{""evalprop"": 1}",evalgeo,95.0
96,eval-conflicts-rho030-r0-096,issuer5,x05,4,"[""d05""]","{""evalprop"": 1}",evalgeo,96.0
97,eval-conflicts-rho030-r0-097,issuer10,x10,1,"[""d10""]","{""evalprop"": 1}",evalgeo,97.0
98,eval-conflicts-rho030-r0-098,issuer4,x04,4,"[""d04""]","{""evalprop"": 1}",evalgeo,98.0
